52.45006, 13.28175
52.44944, 13.28267
52.44867, 13.28405
52.44780, 13.28363
52.44737, 13.28323
52.44772, 13.28278
52.44805, 13.28222
52.44825, 13.28180
52.44844, 13.28128
52.44859, 13.28099
52.44868, 13.28090
52.44903, 13.28049
52.44987, 13.27966
52.45023, 13.28050
52.45055, 13.28125
